site_code,site_name,site_type,site_type_name,start_date,end_date,rkm,rkm_total,site_description,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
ZEN,Secesh River at Zena Cr. Ranch,INT,Instream Remote Detection System,2009-03-01T00:00:00Z,2012-04-12T00:00:00Z,522.303.215.059.003,1102,"This is an in-stream interrogation system consisting of two separate antenna arrays, 130 meters apart, near the Zena Creek Ranch.  The upstream and downstream arrays consist of four flat plate antennas each, spanning 24 meters (80 ft.) across the low-water channel.","c(-115.73302, 45.0333)",Snake River Basin Steelhead DPS,Salmon River,Secesh River,SFSEC-s,SFSALM
ALPOWC,"Alpowa Creek, lower Snake River",MRR,NA,NA,NA,522.205,727,River,"c(-117.398266, 46.402354)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
ASOTIC,"Asotin Creek, Snake River above Clarkston, WA",MRR,NA,NA,NA,522.234,756,River,"c(-117.181953, 46.330643)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
BEARVC,Bear Valley Creek,MRR,NA,NA,NA,522.303.319.170,1314,River,"c(-115.396117, 44.374211)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
BIG2C,"Big Creek, Middle Fork Salmon River",MRR,NA,NA,NA,522.303.319.029,1173,River,"c(-115.12014, 45.157759)",Snake River Basin Steelhead DPS,Salmon River,"Big, Camas, and Loon Creek",MFBIG-s,MFSALM
CATHEC,Catherine Creek,MRR,NA,NA,NA,522.271.232,1025,River,"c(-117.88785, 45.209666)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
CATHEW,Catherine Creek Weir,MRR,NA,NA,NA,522.271.232.032,1057,TraporWeir,"c(-117.828617, 45.190964)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
FISTRP,Fish Creek Trap,MRR,NA,NA,NA,522.224.120.037.039.002,944,TraporWeir,"c(-115.355127, 46.340115)",Snake River Basin Steelhead DPS,Clearwater River,Lochsa River,CRLOC-s,UPCLWR
GEORGC,"George Creek, Asotin Creek watershed",MRR,NA,NA,NA,522.234.005,761,River,"c(-117.198841, 46.192301)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
GRAND2,Grande Ronde River - Wallowa River to headwaters (km 131-325),MRR,NA,NA,NA,522.271,793,RiverSegment,"c(-117.920526, 45.325636)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
GRANDW,Grande Ronde River Weir,MRR,NA,NA,NA,522.271.291,1084,TraporWeir,"c(-118.388983, 45.248961)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
HORS3C,"Horse Creek, Imnaha River Basin",MRR,NA,NA,NA,522.308.018,848,River,"c(-116.727273, 45.549508)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IMNAHW,Imnaha River Weir,MRR,NA,NA,NA,522.308.084,914,TraporWeir,"c(-116.868664, 45.194276)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IMNTRP,Imnaha Trap,MRR,NA,NA,NA,522.308.007,837,TraporWeir,"c(-116.748, 45.7637)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
JOHNSC,Johnson Creek,MRR,NA,NA,NA,522.303.215.060.024,1124,River,"c(-115.548602, 44.733928)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
JOSEPC,"Joseph Creek, Grande Ronde River Basin",MRR,NA,NA,NA,522.271.007,800,River,"c(-117.209152, 45.899793)",Snake River Basin Steelhead DPS,Grande Ronde River,Joseph Creek,GRJOS-s,GRROND
KNOXB,"Knox Bridge, SF Salmon River",MRR,NA,NA,NA,522.303.215.118,1158,Other,"c(-115.702395, 44.655515)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
LEMHIR,Lemhi River,MRR,NA,NA,NA,522.303.416,1241,River,"c(-113.625037, 44.910546)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LOOKGC,Lookingglass Creek,MRR,NA,NA,NA,522.271.137,930,River,"c(-117.960012, 45.757199)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
LOSTIR,Lostine River,MRR,NA,NA,NA,522.271.131.042,966,River,"c(-117.423589, 45.372814)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
LOSTIW,Lostine River Weir,MRR,NA,NA,NA,522.271.131.042.001,967,TraporWeir,"c(-117.4845, 45.543266)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
MARSHC,Marsh Creek,MRR,NA,NA,NA,522.303.319.170,1314,River,"c(-115.16326, 44.390257)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
PANTHC,Panther Creek (Salmon River),MRR,NA,NA,NA,522.303.338,1163,River,"c(-114.235359, 45.091717)",Snake River Basin Steelhead DPS,Salmon River,Panther Creek,SRPAN-s,UPSALM
POTREF,East Fork Potlatch River,MRR,NA,NA,NA,522.224.024.065,835,River,"c(-116.349116, 46.847724)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
SALEFT,East Fork Salmon River Trap,MRR,NA,NA,NA,522.303.552.029,1406,TraporWeir,"c(-114.428956, 44.118413)",Snake River Basin Steelhead DPS,Salmon River,East Fork Salmon River,SREFS-s,UPSALM
SALR4,Salmon River - Pahsimeroi River to headwaters (km 489-650),MRR,NA,NA,NA,522.303,825,RiverSegment,"c(-114.610498, 44.25448)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
SALREF,East Fork Salmon River,MRR,NA,NA,NA,522.303.552,1377,River,"c(-114.418674, 44.128783)",Snake River Basin Steelhead DPS,Salmon River,East Fork Salmon River,SREFS-s,UPSALM
SALRSF,South Fork Salmon River,MRR,NA,NA,NA,522.303.215,1040,River,"c(-115.743296, 44.928152)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SALSFW,South Fork Salmon River Weir,MRR,NA,NA,NA,522.303.215.115,1155,TraporWeir,"c(-115.702953, 44.666874)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SALTRP,Salmon Trap,MRR,NA,NA,NA,522.303.103,928,TraporWeir,"c(-116.292211, 45.662926)",Snake River Basin Steelhead DPS,Salmon River,Little Salmon and Rapid River,SRLSR-s,LOSALM
SECESR,Secesh River,MRR,NA,NA,NA,522.303.215.059,1099,River,"c(-115.796847, 45.151953)",Snake River Basin Steelhead DPS,Salmon River,Secesh River,SFSEC-s,SFSALM
TENMC2,"Tenmile Creek, tributary to Snake River",MRR,NA,NA,NA,522.237,759,River,"c(-117.041854, 46.19525)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
TUCR,Tucannon River,MRR,NA,NA,NA,522.100,622,River,"c(-117.711201, 46.395717)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
YANKFK,Yankee Fork Salmon River,MRR,NA,NA,NA,522.303.591,1416,River,"c(-114.636147, 44.412169)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
ALMOTC,Almota Creek - tributary to Snake River,MRR,NA,NA,NA,522.164,686,River,"c(-117.359348, 46.701606)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
BIGBEC,"Big Bear Creek, Potlatch River",MRR,NA,NA,NA,522.224.024.023,793,River,"c(-116.621142, 46.730007)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
CAMP4C,"Camp Creek, tributary to Big Sheep Creek, Imnaha drainage",MRR,NA,NA,NA,522.308.032.002,864,River,"c(-116.955678, 45.612929)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
DRY2C,Dry Creek - tributary to Imnaha River,MRR,NA,NA,NA,522.308.090,920,River,"c(-116.867075, 45.12179)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
EFPW,East Fork Potlatch River weir,MRR,NA,NA,NA,522.224.024.065.001,836,TraporWeir,"c(-116.419333, 46.798477)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
FREEZC,Freezeout Creek - tributary to Imnaha River,MRR,NA,NA,NA,522.308.059,889,River,"c(-116.762169, 45.350411)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
GUMBTC,"Gumboot Creek, Imnaha River Basin",MRR,NA,NA,NA,522.308.086,916,River,"c(-116.941111, 45.155719)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
LBEARC,"Little Bear Creek, Potlatch River watershed",MRR,NA,NA,NA,522.224.024.023.002,795,River,"c(-116.707271, 46.67401)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
MAHOGC,"Mahogany Creek, Imnaha River Basin",MRR,NA,NA,NA,522.308.083,913,River,"c(-116.899988, 45.20021)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
PENAWC,Penawawa Creek - tributary to Snake River,MRR,NA,NA,NA,522.145,667,River,"c(-117.541357, 46.747772)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
POTRWF,West Fork Potlatch River,MRR,NA,NA,NA,522.224.024.083,853,River,"c(-116.451557, 46.923856)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
B1J,BONNEVILLE PH1 JUVENILE,INT,Juvenile Fish Bypass Facility,2003-02-20T16:36:20Z,2003-07-31T00:00:00Z,234,234,Flat Plate Detector in the Bonneville Dam PH1 Downstream Migrant Bypass Channel,"c(-121.946125, 45.641462)",NA,NA,NA,NA,NA
B2A,BONNEVILLE ADULT WA SHORE,INT,Adult Fishway,1998-04-20T00:00:00Z,2001-01-22T10:51:59Z,234,234,Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3,"c(-121.936531, 45.649788)",NA,NA,NA,NA,NA
B2J,Bonneville PH2 Juvenile,INT,Juvenile Fish Bypass Facility,1996-04-01T00:00:00Z,1997-02-08T10:37:01Z,234,234,This site monitors the juvenile bypass and sampling facility of the second powerhouse at Bonneville Dam. The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code is also available to allow researchers to selectively divert PIT-tagged fish to two separate sample tanks for additional sampling.,"c(-121.9653, 45.636816)",NA,NA,NA,NA,NA
BCC,BON PH2 Corner Collector,INT,Juvenile Fish Bypass Facility,2006-04-08T00:00:00Z,NA,234,234,This site monitors the Bonneville Dam second powerhouse corner collector outfall channel. It consists of one large antenna through which the channel flows. This site is operated seasonally when the corner collector is used to pass large debris.,"c(-121.942544, 45.64814)",NA,NA,NA,NA,NA
BO1,Bonneville Bradford Is. Ladder,INT,Adult Fishway,2002-03-07T14:42:06Z,2006-02-24T11:06:31Z,234,234,"This site monitors the Bradford Island fish ladder at Bonneville Dam. The ladder has two branches, one from the northeast side of the island and one from the southwest side, that meet below the visitor center and exit above the first powerhouse. Weir antennas are installed in most weirs in both the A and B branches. These antennas detect fish that pass through the weir orifices, but likely miss fish that pass over the weirs. There are also four antennas in the vertical slots above the counting window, that provide 99% detection efficiency. In 2018, two antennas were added that monitor the lamprey passage structure.","c(-121.943902, 45.641509)",NA,NA,NA,NA,NA
